rank,team,tooltip_team,obpr,dbpr,bpr,opponent_adjust,pace_adjust,off_rank,def_rank,tempo,tempo_rank,rank_inj,home_rank,roster_rank,runs_per_game,runs_conceded_per_game,runs_margin,runs_total,runs_conceded_total,wins,losses,color_O,color_D,color_Diff,color_str_Diff,color_tempo_Diff,tooltip_str_Diff,tooltip_tempo_Diff
336,Northern Arizona,Northern Arizona,-5.59451313635583,-10.3822887558084,-15.9768018921643,30.547801465556,39.4496867145365,287,353,65.5834392,343,334,144,317,0.206896551724138,0.620689655172414,-0.413793103448276,6,18,7,22,#C6DCEE,#87B5DC,#9BC1E2,#F3868A,#F7B48E,Northern Arizona plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Northern Arizona plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
337,Southern Indiana,Southern Indiana,-11.830946794943,-4.57594992319183,-16.4068967181348,3.27493152636675,14.6617513473866,353,280,69.2061837,146,336,311,330,0.357142857142857,0.5,-0.142857142857143,10,14,5,23,#87B5DC,#CADEEF,#99C0E1,#FFF2D6,#F2D4AA,Southern Indiana performs at a similar level against both good and bad teams.,Southern Indiana performs at a similar level regardless of the pace of the game.
338,Canisius,Canisius,-11.4930991870311,-5.05179020033797,-16.5448893873691,-41.7198579116364,4.4420096572956,351,283,65.75307635,333,337,54,347,0.333333333333333,0.866666666666667,-0.533333333333333,10,26,9,21,#8BB7DD,#C5DBEE,#98BFE1,#628EBE,#EFE1B6,Canisius plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Canisius performs at a similar level regardless of the pace of the game.
339,North Alabama,North Alabama,-7.95674812349935,-8.68553642416906,-16.6422845476684,46.8174008494828,-23.722511820996,324,341,66.3064792,306,338,198,295,0.285714285714286,0.607142857142857,-0.321428571428571,8,17,7,21,#AECDE7,#9BC1E2,#97BFE1,#D84762,#BFCEC0,North Alabama plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,North Alabama plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
340,North Florida,North Florida,-2.4290982179555,-14.3487204806003,-16.7778186985558,0.0993171705039092,-0.0286338231937607,224,364,71.2380228,35,340,253,334,0.233333333333333,0.866666666666667,-0.633333333333333,7,26,5,25,#E6EFF7,#5A99CF,#96BEE0,#FFFEDF,#EEE6BC,North Florida performs at a similar level against both good and bad teams.,North Florida performs at a similar level regardless of the pace of the game.
341,Morgan State,Morgan State 📈,-8.27475468127649,-8.56067567959773,-16.8354303608742,-47.5680414158852,99.009900990099,328,339,71.69221995,26,341,68,358,0.153846153846154,0.5,-0.346153846153846,4,13,11,15,#ABCBE6,#9CC2E2,#96BEE0,#527EB7,#FE926E,Morgan State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Morgan State plays better in faster paced games. They have stronger performances in games with more possessions but are worse in games with less possessions.
342,Cal State Bakersfield,Cal State Bakersfield 🔒,-8.56002427213702,-8.42430700117312,-16.9843312733101,35.9694182350442,-65.4039605927096,335,338,71.1327661,40,342,96,303,0.2,0.666666666666667,-0.466666666666667,6,20,6,24,#A8C9E6,#9EC3E3,#95BDE0,#EB717C,#70A6C7,Cal State Bakersfield plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Cal State Bakersfield plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
343,IU Indy,IU Indy,-5.47749365248898,-11.584567535994,-17.062061188483,99.009900990099,13.0169092081452,284,359,73.8410645,4,343,271,345,0.266666666666667,0.733333333333333,-0.466666666666667,8,22,5,25,#C7DCEF,#7AACD8,#95BDE0,#93003A,#F1D6AC,IU Indy plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,IU Indy performs at a similar level regardless of the pace of the game.
344,North Carolina Central,North Carolina Central 🥶,-6.86728672093386,-10.252416382996,-17.1197031039298,-14.1830974934829,-36.5342078405779,304,352,67.5228593,249,344,282,344,0.44,0.88,-0.44,11,22,8,17,#B9D4EA,#89B6DD,#94BDE0,#BDDBD7,#A5C1C2,North Carolina Central plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,North Carolina Central plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
345,Maine,Maine,-15.3083920212516,-1.83705754402499,-17.1454495652766,62.5919897709108,-59.4132874602253,362,214,66.20435965,309,345,341,353,0.290322580645161,0.612903225806452,-0.32258064516129,9,19,7,24,#649FD2,#E9F1F8,#94BDE0,#A51344,#77A9C6,Maine plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Maine plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
346,Maryland-Eastern Shore,Maryland-Eastern Shore,-13.4639853642411,-3.91296765158193,-17.376953015823,18.2271505679676,10.2429681185594,359,265,65.0898996,352,346,40,350,0.275862068965517,0.655172413793103,-0.379310344827586,8,19,7,22,#77ABD7,#D2E3F2,#93BCDF,#FFB6AB,#F1D9B0,Maryland-Eastern Shore plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Maryland-Eastern Shore performs at a similar level regardless of the pace of the game.
347,UTSA,UTSA,-8.17441760669133,-9.21569424066852,-17.3901118473599,26.4003190815557,-12.7564875250863,327,348,69.8684858,105,347,314,310,0.285714285714286,0.857142857142857,-0.571428571428571,8,24,3,25,#ACCCE7,#95BDE0,#93BCDF,#F99694,#D5D9BE,UTSA plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,UTSA performs at a similar level regardless of the pace of the game.
348,New Hampshire,New Hampshire 🥶,-11.7284028548267,-6.09171494440247,-17.8201177992291,14.8196812945216,3.40396835755812,352,302,68.871144335,163,348,164,349,0.428571428571429,1.03571428571429,-0.607142857142857,12,29,7,21,#88B5DC,#B9D3EA,#90BADF,#FFC4B5,#EFE2B8,New Hampshire plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,New Hampshire performs at a similar level regardless of the pace of the game.
349,South Carolina State,South Carolina State 📈,-11.3032641713496,-6.81552954073452,-18.1187937120842,-31.9131364741966,-29.0966309057135,350,314,70.01436275,100,349,66,360,0.178571428571429,0.892857142857143,-0.714285714285714,5,25,7,21,#8DB8DE,#B0CEE8,#8EB9DE,#7CABC8,#B4C9C1,South Carolina State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,South Carolina State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
350,Chicago State,Chicago State,-9.08855263288369,-9.04337020178128,-18.131922834665,38.0905193038085,-35.9135871593326,338,346,67.36860785,257,350,37,346,0.258064516129032,0.838709677419355,-0.580645161290323,8,26,6,25,#A3C6E4,#97BEE1,#8EB9DE,#E86977,#A6C2C2,Chicago State plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Chicago State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
351,Alcorn State,Alcorn State 💥,-11.0111281046047,-7.59314551925133,-18.6042736238561,-18.185505888433,-29.7648261383935,347,329,68.628932085,174,351,199,357,0.28125,0.9375,-0.65625,9,30,9,23,#8FBADE,#A7C9E5,#8BB7DD,#AAD0D5,#B3C8C1,Alcorn State plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Alcorn State plays a little better in slower paced games. They have slightly stronger performances in games with less possessions but are a little worse in games with more possessions.
352,Bryant,Bryant,-11.1019086536162,-8.0642081574682,-19.1661168110844,38.739450249752,31.6991475132479,348,334,66.217042,308,352,4,343,0.344827586206897,0.586206896551724,-0.241379310344828,10,17,7,22,#8FB9DE,#A2C5E4,#88B5DC,#E76675,#F6BE97,Bryant plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Bryant plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
353,Northern Illinois,Northern Illinois 🥶,-13.8046762888777,-5.56030727483767,-19.3649835637153,7.25844268523888,-8.94316401830443,360,294,69.35664995,135,353,335,341,0.321428571428571,0.75,-0.428571428571429,9,21,7,21,#73A8D6,#BFD7EC,#86B4DC,#FFE2CA,#DDDDBD,Northern Illinois performs at a similar level against both good and bad teams.,Northern Illinois performs at a similar level regardless of the pace of the game.
354,Saint Francis (PA),Saint Francis (PA),-8.34417909673477,-11.4046172743286,-19.7487963710634,-3.82161893270343,7.11789800123581,330,358,70.8837405,53,354,209,355,0.310344827586207,0.655172413793103,-0.344827586206897,9,19,5,24,#AACAE6,#7CAED9,#84B3DB,#EDF5DD,#F0DDB3,Saint Francis (PA) performs at a similar level against both good and bad teams.,Saint Francis (PA) performs at a similar level regardless of the pace of the game.
355,Binghamton,Binghamton 📈,-9.48216785057333,-10.5060597320333,-19.9882275826067,13.5461232644511,-9.7806126223971,342,354,66.8423351,287,355,197,359,0.285714285714286,0.678571428571429,-0.392857142857143,8,19,5,23,#9FC3E3,#86B4DC,#83B2DB,#FFC9B8,#DBDCBD,Binghamton performs at a similar level against both good and bad teams.,Binghamton performs at a similar level regardless of the pace of the game.
356,Air Force,Air Force,-12.3606486218269,-7.81614312194181,-20.1767917437687,-37.2744379452068,-7.49008161782018,354,331,67.30379555,261,356,309,356,0.161290322580645,0.903225806451613,-0.741935483870968,5,28,3,28,#82B1DA,#A5C7E5,#81B1DA,#6E9BC2,#DFDFBD,Air Force plays a little worse against good teams than bad teams. They tend to play slightly better than expected against weaker opposition but are slightly worse against tougher opponents.,Air Force performs at a similar level regardless of the pace of the game.
357,Rider,Rider,-10.5360803499118,-9.76049614090756,-20.2965764908193,22.6088955604308,-4.26569581709428,346,350,66.7943232,289,357,276,342,0.25,0.75,-0.5,7,21,3,25,#94BDE0,#8FB9DE,#81B1DA,#FFA59E,#E6E2BC,Rider plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,Rider performs at a similar level regardless of the pace of the game.
358,Coppin State,Coppin State 📈,-13.0797278689737,-7.609554758991,-20.6892826279647,-75.5274988797947,-52.3160004601392,358,330,69.59823585,120,358,174,363,0.266666666666667,1.03333333333333,-0.766666666666667,8,31,6,24,#7BADD8,#A7C9E5,#7EAFD9,#00429D,#86B1C5,Coppin State plays much worse against good teams than bad teams. They tend to have their best performances against weaker opponents but really struggle against stronger teams on their schedule.,Coppin State plays better in slower paced games. They have stronger performances in games with less possessions but are worse in games with more possessions.
359,VMI,VMI 🤕,-8.55095893432667,-12.3200715268533,-20.87103046118,23.6544017061838,35.4423689123609,334,361,68.26534912,200,359,168,335,0.206896551724138,1,-0.793103448275862,6,29,3,26,#A8C9E6,#71A7D6,#7DAED9,#FDA19B,#F6B992,VMI plays a little better against good teams than bad teams. They are slightly better than expected against tough opposition but are slightly worse against weaker opponents.,VMI plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
360,Louisiana-Monroe,Louisiana-Monroe 💥,-8.50437542183596,-13.3162068540349,-21.8205822758708,51.8613917379308,22.4036036984937,332,363,70.85827765,54,360,69,352,0.266666666666667,0.833333333333333,-0.566666666666667,8,25,2,28,#A9C9E6,#66A0D2,#77ABD7,#C83659,#F4CAA1,Louisiana-Monroe plays much better against good teams than bad teams. They compete at a higher level against tough opposition but struggle against weaker opponents.,Louisiana-Monroe plays a little better in faster paced games. They have slightly stronger performances in games with more possessions but are a little worse in games with less possessions.
